Time,Account,Operation,Coin,Change
2024-03-06 08:00:00,Spot,Transaction Buy,SOL,14.9504537
2024-03-06 08:00:00,Spot,Transaction Spend,BTC,-0.02962324
2024-03-06 10:00:00,Spot,Transaction Buy,USD,3910.73967938
2024-03-06 10:00:00,Spot,Transaction Spend,BTC,-0.05924648
2024-03-06 10:00:00,Spot,Transaction Fee,USD,-3.91465433
2024-03-06 16:00:00,Spot,Transfer,SOL,-24.71187824
2024-03-06 21:00:00,Spot,Transaction Related,USD,1707.5184269
2024-03-06 21:00:00,Spot,Transaction Related,ADA,-2325.79623698
2024-03-06 21:00:00,Spot,Transaction Fee,USD,-1.70922765
2024-03-07 00:00:00,Spot,Transfer,ADA,-290.72452962
2024-03-07 05:00:00,Spot,Transfer,SOL,-79.07801038
2024-03-07 10:00:00,Spot,Transaction Revenue,USD,9474.86704493
2024-03-07 10:00:00,Spot,Transaction Sold,ETH,-2.4515223
2024-03-07 10:00:00,Spot,Transaction Fee,USD,-9.4843514
2024-03-07 16:00:00,Spot,Transaction Sold,USD,-25413.33527553
2024-03-07 16:00:00,Spot,Transaction Fee,ETH,-0.00656886
2024-03-07 16:00:00,Spot,Transaction Revenue,ETH,6.56228919
2024-03-07 20:00:00,Spot,Transaction Spend,BTC,-0.04739718
2024-03-07 20:00:00,Spot,Transaction Fee,ETH,-0.00081867
2024-03-07 20:00:00,Spot,Transaction Buy,ETH,0.81784936
2024-03-08 02:00:00,Spot,Transaction Related,BTC,0.0465839
2024-03-08 02:00:00,Spot,Transaction Related,USD,-3176.66690944
2024-03-08 02:00:00,Spot,Transaction Fee,BTC,-4.663e-05
2024-03-08 04:00:00,Spot,Withdraw,USD,-635.33338189
2024-03-08 07:00:00,Spot,Withdraw,USD,-2033.06682204
2024-03-08 12:00:00,Spot,Buy,ETH,0.10460188
2024-03-08 12:00:00,Spot,Sell,USD,-406.61336441
2024-03-08 12:00:00,Spot,Fee,ETH,-0.00010471
2024-03-08 18:00:00,Spot,Withdraw,USD,-50.82667055
2024-03-08 22:00:00,Spot,Fee,ETH,-1.047e-05
2024-03-08 22:00:00,Spot,Sell,USD,-40.66133644
2024-03-08 22:00:00,Spot,Buy,ETH,0.01046019
2024-03-09 04:00:00,Spot,Binance Convert,USD,-0.50826671
2024-03-09 04:00:00,Spot,Binance Convert,USD,-0.50826671
2024-03-09 04:00:00,Spot,Binance Convert,SOL,0.00351901
2024-03-09 04:00:00,Spot,Transaction Fee,SOL,-3.52e-06
2024-03-09 04:00:00,Spot,Transaction Fee,SOL,-3.52e-06
2024-03-09 04:00:00,Spot,Binance Convert,SOL,0.00351901
2024-03-09 04:00:00,Spot,Binance Convert,SOL,0.00351901
2024-03-09 04:00:00,Spot,Binance Convert,USD,-0.50826671
2024-03-09 04:00:00,Spot,Binance Convert,SOL,0.00351901
2024-03-09 04:00:00,Spot,Transaction Fee,SOL,-3.52e-06
2024-03-09 04:00:00,Spot,Binance Convert,USD,-0.50826671
2024-03-09 04:00:00,Spot,Transaction Fee,SOL,-3.52e-06
2024-03-09 05:00:00,Spot,Transaction Buy,BTC,9.514e-05
2024-03-09 05:00:00,Spot,Transaction Spend,USD,-6.50581383
2024-03-09 05:00:00,Spot,Transaction Fee,BTC,-1e-07
2024-03-09 11:00:00,Spot,Transaction Sold,USD,-1.30116277
2024-03-09 11:00:00,Spot,Transaction Fee,ADA,-0.00175453
2024-03-09 11:00:00,Spot,Transaction Revenue,ADA,1.75277994
2024-03-09 15:00:00,Spot,Transaction Related,ADA,0.087639
2024-03-09 15:00:00,Spot,Transaction Related,USD,-0.06505814
2024-03-09 15:00:00,Spot,Transaction Fee,ADA,-8.773e-05
2024-03-09 16:00:00,Spot,Transaction Buy,SOL,0.30043551
2024-03-09 16:00:00,Spot,Transaction Spend,ADA,-58.51298971
2024-03-09 16:00:00,Spot,Transaction Fee,SOL,-0.00030074
2024-03-09 21:00:00,Spot,Deposit,USD,50000.0
2024-03-10 00:00:00,Spot,Transfer,ADA,-46.81039177
2024-03-10 03:00:00,Spot,Transaction Spend,ETH,-6.48646495
2024-03-10 03:00:00,Spot,Transaction Buy,BTC,0.36447076
2024-03-10 03:00:00,Spot,Transaction Fee,BTC,-0.00036484
2024-03-10 09:00:00,Spot,Transaction Spend,USD,-25000.13011628
2024-03-10 09:00:00,Spot,Transaction Buy,ADA,34852.2606561
2024-03-10 09:00:00,Spot,Transaction Fee,ADA,-34.8871478
