Time,Account,Operation,Coin,Change
2024-03-06 21:00:00,Spot,Transaction Related,ETH,-1.77067302
2024-03-06 21:00:00,Spot,Transaction Fee,SOL,-0.05169718
2024-03-07 01:00:00,Spot,Transfer,ETH,-0.3541346
2024-03-07 02:00:00,Spot,Transaction Revenue,ADA,92.14297359
2024-03-07 02:00:00,Spot,Transaction Sold,ETH,-0.01770673
2024-03-07 02:00:00,Spot,Transaction Fee,ADA,-0.09223521
2024-03-07 07:00:00,Spot,Deposit,USD,10000.0
2024-03-07 08:00:00,Spot,Transaction Fee,ADA,-0.13194164
2024-03-07 08:00:00,Spot,Binance Convert,ADA,131.80970065
2024-03-07 08:00:00,Spot,Binance Convert,BTC,-0.00146645
2024-03-07 09:00:00,Spot,Deposit,USD,50000.0
2024-03-07 15:00:00,Spot,Transaction Revenue,BTC,0.00592334
2024-03-07 15:00:00,Spot,Transaction Sold,ADA,-533.4762427
2024-03-07 15:00:00,Spot,Transaction Fee,BTC,-5.93e-06
2024-03-07 16:00:00,Spot,Transaction Related,SOL,31.71296117
2024-03-07 16:00:00,Spot,Transaction Fee,SOL,-0.03174471
2024-03-07 16:00:00,Spot,Transaction Related,USD,-4565.52359856
2024-03-07 16:00:00,Spot,Transaction Fee,SOL,-0.03174471
2024-03-07 16:00:00,Spot,Transaction Related,SOL,31.71296117
2024-03-07 16:00:00,Spot,Transaction Related,SOL,31.71296117
2024-03-07 16:00:00,Spot,Transaction Fee,SOL,-0.03174471
2024-03-07 16:00:00,Spot,Transaction Related,USD,-4565.52359856
2024-03-07 16:00:00,Spot,Transaction Related,USD,-4565.52359856
2024-03-07 22:00:00,Spot,Deposit,USD,50000.0
2024-03-08 04:00:00,Spot,Transaction Related,ADA,72413.87444627
2024-03-08 04:00:00,Spot,Transaction Related,USD,-52393.14159135
2024-03-08 04:00:00,Spot,Transaction Fee,ADA,-72.48636081
2024-03-08 09:00:00,Spot,Withdraw,USD,-10478.62831827
2024-03-08 11:00:00,Spot,Transaction Sold,SOL,-59.47593528
2024-03-08 11:00:00,Spot,Transaction Fee,ADA,-11.91411271
2024-03-08 11:00:00,Spot,Transaction Revenue,ADA,11902.19860144
2024-03-08 11:00:00,Spot,Transaction Sold,SOL,-59.47593528
2024-03-08 11:00:00,Spot,Transaction Revenue,ADA,11902.19860144
2024-03-08 11:00:00,Spot,Transaction Fee,ADA,-11.91411271
2024-03-08 13:00:00,Spot,Transaction Buy,USD,401.16181274
2024-03-08 13:00:00,Spot,Transaction Spend,BTC,-0.00589458
2024-03-08 13:00:00,Spot,Transaction Fee,USD,-0.40156338
2024-03-08 14:00:00,Spot,Transaction Revenue,ADA,277.5054045
2024-03-08 14:00:00,Spot,Transaction Sold,BTC,-0.00294729
2024-03-08 14:00:00,Spot,Transaction Fee,ADA,-0.27778319
2024-03-08 19:00:00,Spot,Binance Convert,BTC,0.12410675
2024-03-08 19:00:00,Spot,Binance Convert,USD,-8463.13501716
2024-03-08 19:00:00,Spot,Transaction Fee,BTC,-0.00012423
2024-03-08 23:00:00,Spot,Withdraw,USD,-27082.03205493
2024-03-09 04:00:00,Spot,Transaction Fee,ETH,-0.00917495
2024-03-09 04:00:00,Spot,Transaction Revenue,ETH,9.16577016
2024-03-09 04:00:00,Spot,Transaction Sold,ADA,-48314.57305716
2024-03-09 06:00:00,Spot,Binance Convert,ETH,4.58288508
2024-03-09 06:00:00,Spot,Binance Convert,ADA,-24157.28652858
2024-03-09 06:00:00,Spot,Transaction Fee,ETH,-0.00458747
2024-03-09 11:00:00,Spot,Transaction Buy,ETH,2.29144254
2024-03-09 11:00:00,Spot,Transaction Spend,ADA,-12078.64326429
2024-03-09 11:00:00,Spot,Transaction Fee,ETH,-0.00229374
2024-03-09 16:00:00,Spot,Transaction Related,SOL,48.0742808
2024-03-09 16:00:00,Spot,Transaction Related,BTC,-0.10164323
2024-03-09 16:00:00,Spot,Transaction Fee,SOL,-0.0481224
2024-03-09 21:00:00,Spot,Transfer,ADA,-9662.91461143
2024-03-10 00:00:00,Spot,Transfer,ADA,-1207.86432643
2024-03-10 04:00:00,Spot,Binance Convert,BTC,-0.0127054
2024-03-10 04:00:00,Spot,Binance Convert,SOL,6.06161232
2024-03-10 04:00:00,Spot,Transaction Fee,SOL,-0.00606768
