Time,Account,Operation,Coin,Change
2024-03-09 22:00:00,Spot,Transaction Fee,BTC,-8.3e-07
2024-03-09 22:00:00,Spot,Transaction Revenue,BTC,0.00083416
2024-03-09 22:00:00,Spot,Transaction Sold,USD,-57.04123181
2024-03-10 00:00:00,Spot,Transaction Related,ADA,3.97601106
2024-03-10 00:00:00,Spot,Transaction Related,USD,-2.85206159
2024-03-10 00:00:00,Spot,Transaction Fee,ADA,-0.00397999
2024-03-10 03:00:00,Spot,Transaction Related,ADA,12.72323541
2024-03-10 03:00:00,Spot,Transaction Related,USD,-9.12659709
2024-03-10 03:00:00,Spot,Transaction Fee,ADA,-0.01273597
2024-03-10 08:00:00,Spot,Transaction Sold,SOL,-0.01426228
2024-03-10 08:00:00,Spot,Transaction Revenue,ETH,0.00053043
2024-03-10 08:00:00,Spot,Transaction Fee,ETH,-5.3e-07
2024-03-10 08:00:00,Spot,Transaction Sold,SOL,-0.01426228
2024-03-10 08:00:00,Spot,Transaction Revenue,ETH,0.00053043
2024-03-10 08:00:00,Spot,Transaction Fee,ETH,-5.3e-07
2024-03-10 09:00:00,Spot,Deposit,USD,500.0
