Time,Account,Operation,Coin,Change
2024-03-08 14:00:00,Spot,Transfer,SOL,-16.4331973
2024-03-08 19:00:00,Spot,Transaction Fee,ADA,-1.76390882
2024-03-08 19:00:00,Spot,Transaction Buy,ADA,1762.14491282
2024-03-08 19:00:00,Spot,Transaction Spend,USD,-1274.95329628
2024-03-08 21:00:00,Spot,Transaction Spend,USD,-1019.96263703
2024-03-08 21:00:00,Spot,Transaction Fee,SOL,-0.00704443
2024-03-08 21:00:00,Spot,Transaction Buy,SOL,7.03738293
2024-03-09 02:00:00,Spot,Binance Convert,SOL,0.88272115
2024-03-09 02:00:00,Spot,Binance Convert,USD,-127.49532963
2024-03-09 02:00:00,Spot,Transaction Fee,SOL,-0.0008836
2024-03-09 07:00:00,Spot,Transaction Buy,ETH,0.35518556
2024-03-09 07:00:00,Spot,Transaction Spend,SOL,-9.62272272
2024-03-09 07:00:00,Spot,Transaction Fee,ETH,-0.00035554
2024-03-09 08:00:00,Spot,Withdraw,USD,-101.9962637
2024-03-09 12:00:00,Spot,Transaction Related,SOL,0.03530885
2024-03-09 12:00:00,Spot,Transaction Related,USD,-5.09981319
2024-03-09 12:00:00,Spot,Transaction Fee,SOL,-3.534e-05
2024-03-09 16:00:00,Spot,Buy,ETH,0.04504984
2024-03-09 16:00:00,Spot,Sell,SOL,-1.22049476
2024-03-09 16:00:00,Spot,Fee,ETH,-4.509e-05
2024-03-09 17:00:00,Spot,Transaction Spend,BTC,-0.03227789
2024-03-09 17:00:00,Spot,Transaction Fee,USD,-2.20500853
2024-03-09 17:00:00,Spot,Transaction Buy,USD,2202.80351868
2024-03-09 22:00:00,Spot,Transaction Buy,USD,414.81799553
2024-03-09 22:00:00,Spot,Transaction Spend,ETH,-0.10632802
2024-03-09 22:00:00,Spot,Transaction Fee,USD,-0.41523323
2024-03-10 01:00:00,Spot,Deposit,USD,50000.0
2024-03-10 02:00:00,Spot,Withdraw,USD,-26319.01038348
2024-03-10 03:00:00,Spot,Transaction Buy,BTC,0.01194902
2024-03-10 03:00:00,Spot,Transaction Spend,ETH,-0.21265603
2024-03-10 03:00:00,Spot,Transaction Fee,BTC,-1.196e-05
2024-03-10 09:00:00,Spot,Deposit,USD,10000.0
2024-03-10 11:00:00,Spot,Binance Convert,ADA,25315.86057291
2024-03-10 11:00:00,Spot,Binance Convert,USD,-18159.50519174
2024-03-10 11:00:00,Spot,Transaction Fee,ADA,-25.34120177
2024-03-10 13:00:00,Spot,Binance Convert,ETH,-0.10632802
2024-03-10 13:00:00,Spot,Binance Convert,USD,411.97762761
2024-03-10 13:00:00,Spot,Transaction Fee,USD,-0.41239002
