Time,Account,Operation,Coin,Change
2024-03-09 02:00:00,Spot,Transaction Related,ETH,-3.94304537
2024-03-09 02:00:00,Spot,Transaction Fee,ADA,-20.76378129
2024-03-09 04:00:00,Spot,Transaction Fee,SOL,-0.00928478
2024-03-09 04:00:00,Spot,Binance Convert,SOL,9.27549484
2024-03-09 04:00:00,Spot,Binance Convert,USD,-1339.70085109
2024-03-09 09:00:00,Spot,Withdraw,USD,-2679.40170219
2024-03-09 11:00:00,Spot,Transaction Fee,USD,-3.07968404
2024-03-09 11:00:00,Spot,Transaction Buy,USD,3076.60435705
2024-03-09 11:00:00,Spot,Transaction Spend,ETH,-0.78860907
2024-03-09 15:00:00,Spot,Withdraw,USD,-1151.20121185
2024-03-09 21:00:00,Spot,Deposit,USD,50000.0
2024-03-09 22:00:00,Spot,Transaction Fee,USD,-0.66918058
2024-03-09 22:00:00,Spot,Transaction Revenue,USD,668.51139455
2024-03-09 22:00:00,Spot,Transaction Sold,SOL,-4.63774742
2024-03-10 02:00:00,Spot,Buy,ADA,12842.59999202
2024-03-10 02:00:00,Spot,Buy,ADA,12842.59999202
2024-03-10 02:00:00,Spot,Fee,ADA,-12.85545545
2024-03-10 02:00:00,Spot,Sell,USD,-9212.21937366
2024-03-10 02:00:00,Spot,Fee,ADA,-12.85545545
2024-03-10 02:00:00,Spot,Sell,USD,-9212.21937366
2024-03-10 02:00:00,Spot,Fee,ADA,-12.85545545
2024-03-10 02:00:00,Spot,Sell,USD,-9212.21937366
2024-03-10 02:00:00,Spot,Buy,ADA,12842.59999202
2024-03-10 05:00:00,Spot,Binance Convert,USD,37847.52825486
2024-03-10 05:00:00,Spot,Binance Convert,ADA,-52868.28588966
2024-03-10 05:00:00,Spot,Transaction Fee,USD,-37.88541367
2024-03-10 11:00:00,Spot,Transaction Spend,ADA,-2643.41429448
2024-03-10 11:00:00,Spot,Transaction Fee,BTC,-2.747e-05
2024-03-10 11:00:00,Spot,Transaction Buy,BTC,0.02744329
2024-03-10 13:00:00,Spot,Transaction Related,ADA,466.76995919
2024-03-10 13:00:00,Spot,Transaction Related,SOL,-2.31887371
2024-03-10 13:00:00,Spot,Transaction Fee,ADA,-0.4672372
2024-03-10 18:00:00,Spot,Transaction Related,BTC,0.758963
2024-03-10 18:00:00,Spot,Transaction Related,USD,-52387.34910066
2024-03-10 18:00:00,Spot,Transaction Fee,BTC,-0.00075972
2024-03-10 23:00:00,Spot,Binance Convert,SOL,-0.46377474
2024-03-10 23:00:00,Spot,Binance Convert,USD,66.89747055
2024-03-10 23:00:00,Spot,Transaction Fee,USD,-0.06696443
2024-03-11 05:00:00,Spot,Transaction Spend,BTC,-0.1714141
2024-03-11 05:00:00,Spot,Transaction Buy,ADA,15918.03887275
2024-03-11 05:00:00,Spot,Transaction Fee,ADA,-15.93397285
