Time,Account,Operation,Coin,Change
2024-03-07 07:00:00,Spot,Transaction Sold,USD,-9726.03678297
2024-03-07 07:00:00,Spot,Transaction Fee,SOL,-0.06762646
2024-03-07 10:00:00,Spot,Binance Convert,USD,27229.93093796
2024-03-07 10:00:00,Spot,Binance Convert,ETH,-7.04545853
2024-03-07 10:00:00,Spot,Transaction Fee,USD,-27.25718813
2024-03-07 16:00:00,Spot,Transaction Fee,BTC,-0.00017755
2024-03-07 16:00:00,Spot,Binance Convert,USD,-11864.57605348
2024-03-07 16:00:00,Spot,Binance Convert,BTC,0.17737428
2024-03-07 16:00:00,Spot,Transaction Fee,BTC,-0.00017755
2024-03-07 16:00:00,Spot,Binance Convert,USD,-11864.57605348
2024-03-07 16:00:00,Spot,Binance Convert,BTC,0.17737428
2024-03-07 17:00:00,Spot,Withdraw,USD,-1186.45760535
2024-03-07 21:00:00,Spot,Transfer,ETH,-0.35227293
2024-03-08 03:00:00,Spot,Buy,SOL,30.20395527
2024-03-08 03:00:00,Spot,Sell,ETH,-1.12727336
2024-03-08 03:00:00,Spot,Fee,SOL,-0.03023419
2024-03-08 07:00:00,Spot,Deposit,USD,500.0
2024-03-08 10:00:00,Spot,Transaction Revenue,BTC,0.00394098
2024-03-08 10:00:00,Spot,Transaction Sold,ADA,-371.8108265
2024-03-08 10:00:00,Spot,Transaction Fee,BTC,-3.94e-06
2024-03-08 11:00:00,Spot,Deposit,USD,500.0
2024-03-08 17:00:00,Spot,Binance Convert,ETH,0.29562464
2024-03-08 17:00:00,Spot,Binance Convert,USD,-1149.16608428
2024-03-08 17:00:00,Spot,Transaction Fee,ETH,-0.00029592
2024-03-08 20:00:00,Spot,Buy,ADA,1549.65175154
2024-03-08 20:00:00,Spot,Sell,ETH,-0.28872149
2024-03-08 20:00:00,Spot,Fee,ADA,-1.55120295
2024-03-09 00:00:00,Spot,Transfer,ETH,-0.0577443
2024-03-09 06:00:00,Spot,Deposit,USD,10000.0
2024-03-09 08:00:00,Spot,Transaction Revenue,USD,180.22248673
2024-03-09 08:00:00,Spot,Transaction Sold,ETH,-0.04619544
2024-03-09 08:00:00,Spot,Transaction Fee,USD,-0.18040289
2024-03-09 09:00:00,Spot,Transaction Fee,ADA,-0.19460937
2024-03-09 09:00:00,Spot,Binance Convert,ETH,-0.03695635
2024-03-09 09:00:00,Spot,Binance Convert,ADA,194.41476454
2024-03-09 13:00:00,Spot,Transaction Related,BTC,0.28490878
2024-03-09 13:00:00,Spot,Transaction Related,SOL,-135.02344595
2024-03-09 13:00:00,Spot,Transaction Fee,BTC,-0.00028519
2024-03-09 18:00:00,Spot,Withdraw,USD,-11821.50945908
2024-03-09 23:00:00,Spot,Transaction Revenue,BTC,0.00168843
2024-03-09 23:00:00,Spot,Transaction Sold,ETH,-0.02956508
2024-03-09 23:00:00,Spot,Transaction Fee,BTC,-1.69e-06
2024-03-10 00:00:00,Spot,Withdraw,USD,-2364.30189182
2024-03-10 06:00:00,Spot,Transaction Buy,SOL,0.81790207
2024-03-10 06:00:00,Spot,Transaction Spend,USD,-118.21509459
2024-03-10 06:00:00,Spot,Transaction Fee,SOL,-0.00081872
