Time,Account,Operation,Coin,Change
2024-03-08 14:00:00,Spot,Transaction Fee,ETH,-3.039e-05
2024-03-08 15:00:00,Spot,Binance Convert,USD,2.62973708
2024-03-08 15:00:00,Spot,Binance Convert,BTC,-3.864e-05
2024-03-08 15:00:00,Spot,Transaction Fee,USD,-0.00263237
2024-03-08 20:00:00,Spot,Fee,ADA,-0.00728381
2024-03-08 20:00:00,Spot,Buy,ADA,7.27652762
2024-03-08 20:00:00,Spot,Sell,BTC,-7.728e-05
2024-03-08 23:00:00,Spot,Transaction Fee,ETH,-2.445e-05
2024-03-08 23:00:00,Spot,Binance Convert,ETH,0.02442078
2024-03-08 23:00:00,Spot,Binance Convert,USD,-94.92961636
2024-03-09 05:00:00,Spot,Transfer,SOL,-180.3745206
2024-03-09 09:00:00,Spot,Transaction Fee,BTC,-5.57e-06
2024-03-09 09:00:00,Spot,Transaction Buy,BTC,0.00556693
2024-03-09 09:00:00,Spot,Transaction Spend,ADA,-513.31716003
2024-03-09 09:00:00,Spot,Transaction Fee,BTC,-5.57e-06
2024-03-09 09:00:00,Spot,Transaction Buy,BTC,0.00556693
2024-03-09 09:00:00,Spot,Transaction Spend,ADA,-513.31716003
2024-03-09 09:00:00,Spot,Transaction Fee,BTC,-5.57e-06
2024-03-09 09:00:00,Spot,Transaction Buy,BTC,0.00556693
2024-03-09 09:00:00,Spot,Transaction Spend,ADA,-513.31716003
2024-03-09 09:00:00,Spot,Transaction Fee,BTC,-5.57e-06
2024-03-09 09:00:00,Spot,Transaction Buy,BTC,0.00556693
2024-03-09 09:00:00,Spot,Transaction Spend,ADA,-513.31716003
2024-03-09 10:00:00,Spot,Transaction Fee,USD,-0.04615865
2024-03-09 10:00:00,Spot,Transaction Related,USD,46.11249607
2024-03-09 10:00:00,Spot,Transaction Related,ETH,-0.01181976
2024-03-09 11:00:00,Spot,Transaction Buy,BTC,0.00216005
2024-03-09 11:00:00,Spot,Transaction Spend,ETH,-0.03782324
2024-03-09 11:00:00,Spot,Transaction Fee,BTC,-2.16e-06
2024-03-09 14:00:00,Spot,Buy,USD,836.17331878
2024-03-09 14:00:00,Spot,Sell,BTC,-0.01225253
2024-03-09 14:00:00,Spot,Fee,USD,-0.83701033
2024-03-09 16:00:00,Spot,Withdraw,USD,-631.00214015
2024-03-09 21:00:00,Spot,Transaction Related,USD,-504.80171212
2024-03-09 21:00:00,Spot,Transaction Related,BTC,0.00738212
2024-03-09 21:00:00,Spot,Transaction Fee,BTC,-7.39e-06
2024-03-09 23:00:00,Spot,Transaction Spend,BTC,-0.00981733
2024-03-09 23:00:00,Spot,Transaction Buy,SOL,4.64330838
2024-03-09 23:00:00,Spot,Transaction Fee,SOL,-0.00464796
2024-03-10 02:00:00,Spot,Transaction Spend,ETH,-0.00472791
2024-03-10 02:00:00,Spot,Transaction Buy,ADA,25.56335567
2024-03-10 02:00:00,Spot,Transaction Fee,ADA,-0.02558894
